,articleID,headline,multimedia,newDesk,typeOfMaterial
296,5ad0ebe1068401528a2a8934,Riffing On One of the World?™s Great Sandwiches,68.0,Dining,News
297,5ad0dcbf068401528a2a8902,The Clinical Trial Is Open. The Elderly Need Not Apply.,66.0,Science,News
298,5ad0d81d068401528a2a88fc,Unknown,68.0,Foreign,News
299,5ad0d6a1068401528a2a88f2,Craving a Taste of Spring? Try This.,67.0,Dining,News
300,5ad0d313068401528a2a88e1,Sea Turtles Use Magnetic Fields to Find Their Birthplace Beach,68.0,Science,News
301,5ad0caa6068401528a2a88cc,A Punch Line  Feels Like A Gut Punch,66.0,Culture,News
302,5ad0c68a068401528a2a88b8,A Chef?™s Advice for Relaxation: Stir Some Risotto,68.0,Dining,News
303,5ad0b0df068401528a2a8884,Vision Loss? Simple Aids Can Help,68.0,RealEstate,News
304,5ad0a9d8068401528a2a887b,"Watching the Weekend House, During the Week",67.0,RealEstate,News
305,5ad0a2cd068401528a2a885e,?˜Untruthful Slime Ball?? Trump and G.O.P. Lash Back at Comey,68.0,Washington,News
306,5ad09e5a068401528a2a884e,Unknown,66.0,National,briefing
307,5ad09d04068401528a2a8848,Lawyer?™s Files  A Bigger Risk  Than Mueller,68.0,Washington," Be Labeled ?˜Gluten Free??"""
308,5ad07fa5068401528a2a87f2,"Homeless in Seattle, and Wed Beneath an Overpass",68.0,Society,News
309,5ad07fa4068401528a2a87f0,"He?™s No Longer My Ex-Husband, He?™s My Co-Grandparent",67.0,Well,News
310,5ad07c27068401528a2a87e2,Will Democrats Win the House? Ask Texas,66.0,OpEd,Op-Ed
311,5ad07c26068401528a2a87e0,Tax Day Dilemma: Why Am I Paying Scott Pruitt to Nap?,68.0,OpEd,Op-Ed
312,5ad07c27068401528a2a87e1,Tethered to a raging buffoon,68.0,OpEd,Op-Ed
313,5ad07c2d068401528a2a87e4,Unknown,68.0,OpEd,Op-Ed
314,5ad07509068401528a2a87d1,Trevor Noah Hammers Congress for Dependence on Facebook?™s Cash,66.0,Culture, 'Great Barrington (Mass)'
315,5ad071b4068401528a2a87ca,"Never Solved, a College Dorm Fire Has Become One Man?™s Obsession",68.0,Metropolitan,News
316,5ad071ab068401528a2a87c5,"A Governor?™s Affair, A Legal Battle and Political Uncertainty in Missouri",68.0,National,News
317,5ad071ac068401528a2a87c7,Collector Thriving in the Modern Maze,68.0,Arts&Leisure,News
318,5ad071ab068401528a2a87c6,Officials Have Lost Count of How Many Thousands Have Died in Syria?™s War,68.0,Foreign,News
319,5ad071a8068401528a2a87c3,Sustainable Travel: It?™s Not Just About the Environment,66.0,Travel,News
320,5ad071a4068401528a2a87bf,Why Your Bank Account Interest Is Still Paltry,65.0,Upshot,News
321,5ad071a7068401528a2a87c2,"In Alaska, It Could Be Your Neighbor Chasing That Car Thief",68.0,National,News
322,5ad0719a068401528a2a87b9,Spidey?™s Creator In a Web Of Strife,68.0,Styles,News
323,5ad07199068401528a2a87b8,Do You Trust Facebook?,68.0,Learning,News
325,5ad05573068401528a2a8774,Flower Shop,68.0,Learning,News
326,5ad04765068401528a2a8753,Word + Quiz: ecclesiastic,0.0,Learning,News
327,5ad02ec7068401528a2a8727,Air Pollution May Pose Serious Risks to Young Children,60.0,Well,News
328,5ad0287e068401528a2a8716,"?˜RuPaul?™s Drag Race??Season 10, Episode 4: RuPocalypse, Now?",66.0,Culture,News
329,5ad01d49068401528a2a870d,"?˜Atlanta??Season 2, Episode 7 Recap: Drake Has Left the Building",66.0,Culture,News
330,5ad00f24068401528a2a86ff,High Points,68.0,Games,News
331,5ad00d4d068401528a2a86fd,Unknown,68.0,Washington,News
332,5ad00ba3068401528a2a86fc,Don?™t Worry: Love Is Inevitable,68.0,Weekend,Review
333,5ad00b5a068401528a2a86fa,Plan to Pardon Aide Convicted In C.I.A. Leak,60.0,Washington,News
334,5acfffa0068401528a2a86eb,"Visceral Details, and Grim View Of President, in Comey Memoir",65.0,Washington,News
335,5acffed0068401528a2a86e8,Mike Pompeo Works the Hill,67.0,Editorial,Editorial
336,5acffb7f068401528a2a86e5,Little to Cheer About,68.0,OpEd,Op-Ed
337,5acff65c068401528a2a86dd,Ruling Favors California on Immigration,68.0,National,News
338,5acfe47e068401528a2a86ba,From Flimflam  To Fascism,67.0,OpEd,Op-Ed
339,5acfe47e068401528a2a86bb,A Renaissance On the Right,68.0,OpEd,Op-Ed
340,5acfd6e3068401528a2a8695,Too Much Perfume,0.0,Metro,News
341,5acfd5d5068401528a2a868b,"Face to Face With President, Without Mincing Words",68.0,BookReview,article
342,5acfcfd7068401528a2a864a,Plan to Make Overdose Drug Accessible Falters,68.0,Metro,News
343,5acfc61c068401528a2a85d3,Shifting Signals On Trade Baffle China?™s Leaders,68.0,Foreign,News
344,5acfc310068401528a2a85ae,Boys to Men: Teaching and Learning About Masculinity in an Age of Change,67.0,Learning,News
345,5acfc1fe068401528a2a859f,World Press Photo of the Year: A Tale Told Twice,68.0,Photo,News
346,5acfbb04068401528a2a8530,The 23 Women in the Lead,68.0,Insider,https://www.nytimes.com/2018/04/12/insider/a-former-congressional-reporter-explains-her-relationship-with-the-women-of-the-senate.html
347,5acfaff6068401528a2a84bf,A Major Energy Move in New Jersey Lifts Renewable Sources,68.0,Metro,News
348,5acfac40068401528a2a8484,The Historians Versus the Genealogists,66.0,OpEd,Op-Ed
349,5acfa227068401528a2a83f5,Unknown,65.0,Learning,News
350,5acf9cad068401528a2a8381,Trump Weighs Rejoining Accord With Pacific Rim in About-Face,68.0,Business,News
351,5acf8b10068401528a2a82bc,"In Brisbane, Gauge Stands Apart From the Imitators",68.0,Dining,Review
352,5ace7634068401528a2a77f2,"More Pruitt, Less E.P.A., for Medallion",68.0,Climate,News
353,5ace73cb068401528a2a77ce,Built-In Advantage for the Majority Is Fast Receding,68.0,Upshot,News
354,5ace6823068401528a2a7746,"As Camden?™s Schools Improve, a State-Appointed Superintendent Steps Aside",68.0,Metro,News
355,5ace62dc068401528a2a76e9,"To Save Abortion Rights, We Have to Think Beyond Roe",68.0,OpEd,Op-Ed
356,5ace8ae9068401528a2a78e0,Details of Unwanted Advances by Missouri?™s Governor,68.0,National,News
357,5ace8563068401528a2a78a4,Inside a Little Italy Kitchen,0.0,Metro,News
358,5ace7dea068401528a2a7845,Remember Those Friends You Deleted Long Ago? Facebook Does,65.0,Business,News
359,5acdfdc3068401528a2a711e,Musicians Aging in Concert,68.0,Culture,News
360,5acdf126068401528a2a7067,Trump Promises Strike on Syria and Warns Moscow About Assad,68.0,Washington,News
361,5acdeba1068401528a2a7042,"How N.F.L. Teams Use Social Media to Promote, and Control, Cheerleaders ",64.0,Sports,News
362,5acddcaa068401528a2a6f8c,Why Exercise Alone May Not Be the Key to Weight Loss,68.0,Well,News
363,5acddcaa068401528a2a6f8d,How to Make a Crossword Puzzle,68.0,Games,News
364,5acddca6068401528a2a6f8b,Unknown,68.0,Metro,briefing
365,5acddca3068401528a2a6f89,Why Teenagers Become ?˜Allergic??to Their Parents,66.0,Well,News
366,5acdd923068401528a2a6f7c,Real Families and the Fictional Roseanne,68.0,OpEd,Op-Ed
367,5acdd59f068401528a2a6f6f,Why Signatures Matter,68.0,OpEd,Op-Ed
368,5acdd59e068401528a2a6f6e,Why Not Mike Pence?,67.0,OpEd,Op-Ed
369,5acdd34a068401528a2a6f5a,"Military Plane Crash Is Algeria?™s Worst Air Disaster, With 257 Dead",66.0,Foreign,News
370,5acdcf4d068401528a2a6f35,How the Social Media Giant Collects and Uses Your Data,68.0,Business,News
371,5acdcea5068401528a2a6f2f,"A Warm Embrace, Except if You?™re a Pedestrian",66.0,RealEstate, KEVIN ROOSE
372,5acdce9e068401528a2a6f25,"In Reddest Rural Districts, Democratic Candidates Defying the N.R.A.",68.0,National,News
373,5acdcea3068401528a2a6f2c,The Hidden Toll,66.0,Magazine,News
374,5acdce9c068401528a2a6f1c,"Answering a Calling, Her Way",68.0,Arts&Leisure,News
375,5acdcc0c068401528a2a6f00,Seth Meyers Wonders if the Cohen Raid Spells Doom for the President,66.0,Culture,News
376,5acdc173068401528a2a6eba,Is It Wrong to Focus on Animal Welfare When Humans Are Suffering?,0.0,Learning,News
379,5acdb327068401528a2a6e5d,Smells and Memories,66.0,Learning,News
380,5acd6c24068401528a2a6c8b,Classic Work,68.0,Games,News
381,5acd68a6068401528a2a6c70,"The Subway Is on Time. For All Else, Just Wait.",68.0,Culture,Review
382,5acd56be068401528a2a6ba7,A Legal Attack Dog?™s Seized Files Could Bite His Client,68.0,Investigative,News
383,5acd4b31068401528a2a6ae3,The Civil Rights Law We Ignored,67.0,OpEd,Op-Ed
384,5acd4a8a068401528a2a6ada,Clown Fish Need More Energy to Live in a Bleached Home,68.0,Science,News
385,5acd435f068401528a2a6a35,"Trump, Angry About Reports of Subpoenas, Nearly Fired Mueller in December",68.0,Washington,News
386,5acd3aeb068401528a2a69d7,Traumatic Brain Injuries Are Tied to Dementia,55.0,Well,News
387,5acd33e3068401528a2a6969,Salt and Pepper,0.0,Metro,News
388,5acd2e87068401528a2a690c,"The Law Is Coming, Mr. Trump",66.0,Editorial,Editorial
389,5acd0d2f068401528a2a6743,You?™re Going to Die. Just Face It Already.,65.0,Culture,Review
390,5acd0443068401528a2a669b,"The Lavish, Gory Case Against El Chapo",65.0,Metro,News
391,5acd02ab068401528a2a6684,It?™s Mueller Who?™s Draining the Swamp,68.0,OpEd,Op-Ed
392,5accf5d5068401528a2a65fc,He Was Out of the Game. Then a War Zone Called.,68.0,Culture,Review
393,5accef7f068401528a2a65a1,America?™s Three Bad Options in Syria,66.0,Foreign,News
394,5accea7b068401528a2a656a,?˜How Long Can We Last???Trump?™s Steel Tariffs Hit Home,68.0,Business,News
395,5acce705068401528a2a650e,Justice Dept. Investigates Early College Admissions,68.0,Washington,News
396,5accdc78068401528a2a6431,A Tiki Bar for a Less-Than-Tropical Island,68.0,Dining,News
397,5accdbbf068401528a2a642a,Target of Raids Was Money Paid to Hush Women,68.0,Washington,News
398,5accd614068401528a2a63e8,Trump Fumes; We Should  Be Trembling,68.0,OpEd,Op-Ed
399,5accd3ce068401528a2a63cd,Not Screaming for Ice Cream,68.0,Dining,News
400,5acccfbd068401528a2a639f,Top Trump Homeland Security Adviser Is Forced Out as Bolton Settles In,68.0,Washington,News
401,5accc994068401528a2a635e,Unknown,66.0,Science,News
402,5accbbac068401528a2a62b2,Filipinos Find Their Home City in Tatters,68.0,Foreign,News
403,5accbb6b068401528a2a62af,"President Calls Off  Trip to Latin America, Citing Crisis in Syria",66.0,Washington,News
404,5accb633068401528a2a6279,Unknown,68.0,National,briefing
405,5acc9a82068401528a2a6188,Climate Skeptics Say Polar Bears Are Fine. Scientists Beg to Differ.,65.0,Climate,News
406,5acc8b24068401528a2a60d9,Should We Speak to Little Boys as We Do Little Dogs?,68.0,Well,News
407,5acc8b24068401528a2a60d8,Unknown,68.0,Metro,briefing
408,5acc841e068401528a2a6091,How to Make Facebook More Accountable,68.0,OpEd,Op-Ed
409,5acc841e068401528a2a6093,How Trump Misunderstands Trade,68.0,OpEd,Op-Ed
410,5acc7e75068401528a2a606c,Stephen Colbert Imagines How the Michael Cohen F.B.I. Raid Went,66.0,Culture,News
411,5acc7d7d068401528a2a605c,Diving Into a Gut Renovation With Gusto,68.0,RealEstate,News
412,5acc7d25068401528a2a6059,Rhodesia?™s Dead ??but White Supremacists Have Given It New Life Online,66.0,Magazine,News
413,5acc7d25068401528a2a6053,Cambridge Analytica and the Coming Data Bust,66.0,Magazine,News
414,5acc7d25068401528a2a6055,Crash Course,66.0,Magazine,News
415,5acc7d24068401528a2a6052,"Escapes, Riots, Beatings: Behind Bars in Private Prisons",68.0,National,News
416,5acc7d25068401528a2a6057,Unknown,68.0,Washington,News
417,5acc7d22068401528a2a6050,"Soup?™s On, With a Side of Art",68.0,Weekend,"['Travel and Vacations', 'Bogota (Colombia)']"
418,5acc7d21068401528a2a6049,"Groped by Fans, Pro Cheerleaders Say Bosses Have Advice: Smile",67.0,Sports,https://www.nytimes.com/2018/04/10/sports/cheerleaders-nfl.html
419,5acc7d21068401528a2a604d,I Disapprove Of School Vouchers. Can I Still Apply For Them?,66.0,Magazine,News
420,5acc7d1b068401528a2a6045,"Mayor?™s Dream of Streetcar Remains Just That, for Now",68.0,Metro,News
421,5acc7d1a068401528a2a6043,No Markdowns on Their Work,68.0,Styles,News
422,5acc7d15068401528a2a6041,The Poem Cure,67.0,Magazine,News
423,5acc7d15068401528a2a6040,Dear Match Book: Funny Pages,66.0,BookReview,News
424,5acc79c3068401528a2a6029,Daughter of Ex-Spy Is Out of Hospital,35.0,Foreign,News
425,5acc661b068401528a2a5fc0,College,66.0,Learning,News
426,5acc535b068401528a2a5f77,What ?˜Pop-Up??Classes Do You Wish Your School Offered?,68.0,Learning,News
427,5acc4ced068401528a2a5f44,Two Reporters Recorded A Myanmar Massacre. Now They Are in Prison.,68.0,Foreign,News
428,5acc1f5b068401528a2a5e2a,"New York Housing Authority Chief, Under Fire for Months, Is Resigning",68.0,Metro,News
429,5acc1aa3068401528a2a5e08,Big School Event,68.0,Games,News
430,5acc0272068401528a2a5cd6,Turning Revulsion  Into Votes,57.0,OpEd,Op-Ed
431,5acc01b8068401528a2a5ccb,Our Privacy Has Eroded. We?™re O.K. With That.,67.0,Business,News
432,5acbffd0068401528a2a5cbe,Obamacare?™s Very Stable Genius,67.0,OpEd,Op-Ed
433,5acbffcb068401528a2a5cbd,The Failures of Anti-Trumpism,68.0,OpEd,Op-Ed
434,5acbf876068401528a2a5c77,"For Bannon, Tariffs Are Test of Trump?™s Beliefs",68.0,Washington,News
435,5acbf3fa068401528a2a5c41,Childhood Fears No Parent Can Allay,68.0,Culture,Review
436,5acbef8b068401528a2a5c0d,Did Outsiders Make 911 Calls? A Fear Born of Brooklyn Gentrification,68.0,Metropolitan,News
437,5acbedcd068401528a2a5bea,#MeToo  Can Help Close  The Gender Pay Gap,67.0,OpEd,Op-Ed
438,5acbed58068401528a2a5be4,What Should They Ask Zuckerberg?,68.0,OpEd,Op-Ed
439,5acbe4eb068401528a2a5b72,"Left, Right and Center, Women of Arizona Reshape the Debate",68.0,Politics,News
440,5acbe264068401528a2a5b5a,"Two Tokens, Please",0.0,Metro,News
441,5acbc4e2068401528a2a5a2c,Scrutiny for Trump?™s Allies As Trail of Money Widens,68.0,Washington,News
442,5acbc22b068401528a2a5a0f,Trump?™s One-Night Stand Turns Into a Legal Nightmare,68.0,OpEd,Op-Ed
443,5acbbf40068401528a2a59f4,Lead Us Not Into Temptation,68.0,BookReview,Review
444,5acbb3fa068401528a2a5982,The Snake Handlers,64.0,Science,News
445,5acbaadb068401528a2a5913,Leeches as Species Trackers,67.0,Science,News
446,5acbaa32068401528a2a5909,"Poised to Balloon to $1 Trillion,  U.S. Deficit Fuels Fear of Crisis",67.0,Washington,News
447,5acb965b068401528a2a57fd,"Warming Up for His Grilling In Jacket, Tie and Hair Shirt",66.0,Business,News
448,5acb9372068401528a2a57e6,The Mets Are 8-1. Get Excited. They Are.,68.0,Sports,News
449,5acb8f5e068401528a2a5789,Authentic Is Foreign To Him,67.0,Dining, 'Douma (Syria)'
450,5acb8c2a068401528a2a575e,What the Heck Is That?: ABOU,67.0,Games,News
451,5acb894d068401528a2a5747,"The Sizzle  Of the Grill, Put to Music",68.0,Culture,"['Television', 'Here and Now (TV Program)']"
452,5acb7ffc068401528a2a56d8,A Fossilized Finger Bone May Be From the Earliest Humans on the Arabian Peninsula,68.0,Science,News
453,5acb7c54068401528a2a56ab,Can New Trump Advisers Head Off a Trade War?,68.0,Upshot,News
454,5acb7a0b068401528a2a568f,Top Ethics Official Questions Actions by Pruitt,68.0,Climate,News
455,5acb79f9068401528a2a568e,An ISIS Commander In the Afghan North Dies in a U.S. Strike,60.0,Foreign,News
456,5acb7914068401528a2a5689,"Governor Enters Senate Race, Returning Florida to a Battleground",68.0,National,News
457,5acb6840068401528a2a55f3,"How Our Journalism Is Like a Car Crash (Wait, That Didn?™t Come Out Right)",66.0,Insider,News
458,5acb656b068401528a2a55d0,Unknown,68.0,National,briefing
459,5acb5d39068401528a2a557b,"20 Years Later, a Death In China Is a Rallying Cry",64.0,Foreign,News
460,5acb5bfc068401528a2a5572,Life-Threatening Allergic Reactions Rising in Children,68.0,Well,News
461,5acb39de068401528a2a541d,The New Shingles Vaccine: Reasons to Get It,66.0,Well,News
462,5acb39a4068401528a2a541c,Unknown,68.0,Metro,briefing
463,5acb398d068401528a2a541b,Unknown,65.0,Podcasts,briefing
464,5acb1d84068401528a2a5350,Who Was That Masked Man? A Wrestling Priest,68.0,Photo,News
466,5acb068b068401528a2a52db,How Much Power Do Books Have to Teach Young People Tolerance of Others?,67.0,Learning,News
467,5acade3c068401528a2a51b6,"?˜Trust??Season 1, Episode 3 Recap: Change of Management",66.0,Culture,News
468,5acad733068401528a2a5198,"?˜Billions??Season 3, Episode 3 Recap: Boss Moves",66.0,Culture,Review
469,5acacca7068401528a2a516e,"?˜The Walking Dead??Season 8, Episode 15 Recap: Cleaning House",66.0,Culture,Review
470,5acac5ab068401528a2a5151,"The Wit of Tina Fey, in Song",68.0,Culture,Review
471,5acab786068401528a2a50e9,"At Home on the Court, and Now in the Art Gallery",68.0,Sports,News
472,5acab1a3068401528a2a50c1,"In Town That Lives for Hockey, A Crash Has Splintered Hearts",68.0,Foreign,News
473,5acaaf08068401528a2a50b6,The Tragedy of James Comey,68.0,OpEd,Op-Ed
474,5acaab47068401528a2a509b,Horror of Being Governed by 'Fox &amp; Friends',68.0,OpEd,Op-Ed
475,5acaa80a068401528a2a508c,Fiery National Security Adviser For a Powder-Keg Presidency,68.0,Washington, 'Politics and Government'
476,5acaa258068401528a2a503d,Art Collector and Bon Vivant Dies in Fire at the Trump Tower Home He Couldn?™t Sell,66.0,Metro,News
477,5aca9ded068401528a2a501c,Affected Users  Say Facebook Betrayed Them,65.0,Investigative,News
478,5aca9a01068401528a2a4ff1,Chemical Carnage Muddles Plans for a U.S. Exit,68.0,Foreign,News
479,5aca98fa068401528a2a4fee,Sweeping Election Victory Gives Hungary?™s Ruler Control Over Constitution,66.0,Foreign,News
480,5aca9102068401528a2a4faf,"Before #MeToo, There Was Antioch",65.0,Insider,News
481,5aca9101068401528a2a4fae,A Cut With Some Class,0.0,Metro,News
482,5aca90eb068401528a2a4fab,Given Their Initials,68.0,Games,News
483,5aca8db1068401528a2a4f93,The Fox in the Stroller,66.0,OpEd,Op-Ed
484,5aca831f068401528a2a4f64,No More Hasty Scrawls: The End of Credit Card Signatures,65.0,Business,News
485,5aca7199068401528a2a4ef7,"?˜No One Trusts Facebook,??Its Viral Stars Complain",68.0,Business,News
486,5ac9e827068401528a2a4cb4,"For G.O.P., Threat Of Impeachment May Spur Voters",66.0,Politics,News
487,5ac9da19068401528a2a4c8d,Unknown,68.0,RealEstate,News
488,5ac93f63068401528a2a4a44,Triple Spoonerisms,68.0,Games,News
489,5ac90f6a068401528a2a495a,The Murky Perils of Quitting Antidepressants After Years of Use,68.0,Science,News
490,5ac90467068401528a2a4915,A Season With the Arlee Warriors,66.0,Summary,News
491,5ac8eb03068401528a2a487e,Unknown,62.0,Games,News
492,5ac888a2068401528a2a46bb,Should a Landlord Refund a Fee For Amenities That Aren?™t Available?,56.0,RealEstate,Question
493,5ac88894068401528a2a46ae,"Renegades Once, Now the Mainstream",67.0,Styles,News
494,5ac830ca068401528a2a4571,Risotto From Sri Lanka Is Just as Good,66.0,OpEd,Op-Ed
495,5ac82625068401528a2a454c,Unknown,64.0,Games,News
496,5ac80ef9068401528a2a44dc,Mr. Trump?™s Trade Bombast,66.0,Editorial,Editorial
497,5ac7f65d068401528a2a4416,Friday Night Music: Samantha Fish,65.0,OpEd,Op-Ed
498,5ac7c791068401528a2a41f5,The Germs That Love Diet Soda,68.0,OpEd,Op-Ed
499,5ac7c706068401528a2a41e7,Something Extra With Every DVD,68.0,Arts&Leisure,News
500,5ac7c2f8068401528a2a41a5,Chief of Staff Advised a Resistant President to Fire the E.P.A.?™s Chief,66.0,Washington,News
501,5ac7c23f068401528a2a419e,Current TB Treatment May Be Insufficient,68.0,Science,News
503,5ac7b5c5068401528a2a40fd,Buying Political Ad on Facebook?  The Anonymous Need Not Apply,65.0,Business,News
504,5ac7a005068401528a2a3fea,Asparagus Has Earned Its Divine Status,68.0,Dining,News
505,5ac799e1068401528a2a3f66,"Now Early for Work, Frustrated New Yorkers Blame the Subway",68.0,Metro,News
506,5ac79987068401528a2a3f60,"Catering to Fliers at 30,000 Feet",68.0,SundayBusiness,News
507,5ac79209068401528a2a3edf,"Democracy, The Enemy",68.0,OpEd,Op-Ed
508,5ac791c5068401528a2a3ed3,"Cecil Taylor, Bracing Pianist Who Defied Jazz Orthodoxy, Is Dead at 89",68.0,Obits,Obituary (Obit)
509,5ac783d3068401528a2a3e3c,Pregnancy: Blood Pressure and Miscarriage,60.0,Well,News
510,5ac77d68068401528a2a3df8,A Real Estate Dynasty Is Passing the Torch,68.0,RealEstate,News
511,5ac776cd068401528a2a3d97,Disappointing  Jobs Report Takes Shine Off Economy,68.0,Upshot,News
512,5ac770b8068401528a2a3d48,Alarms Raised On Nominees??Views on Islam,68.0,National,News
513,5acb3752068401528a2a5403,Back to the Early ??0s With Michael Kors,61.0,TStyle,News
514,5acb3623068401528a2a53f1,Don?™t Let the G.O.P. Dismantle Obama?™s Student Loan Reforms,68.0,OpEd,Op-Ed
515,5ac76f57068401528a2a3d24,"Hate-Watching HGTV, Just Like Me",66.0,RealEstate,News
516,5ac76e27068401528a2a3d05,Unknown,68.0,National,briefing
517,5ac768b1068401528a2a3c9a,U.S. Puts New Sanctions On Putin?™s Inner Circle,68.0,Washington,News
518,5ac76450068401528a2a3c6a,Unknown,68.0,Washington,News
519,5ac74efb068401528a2a3b70,Unknown,68.0,Podcasts,briefing
520,5ac74530068401528a2a3b06,Unknown,68.0,Well,News
521,5ac74527068401528a2a3b02,The Gendered Politics of New York?™s Emasculator in Chief,68.0,Metropolitan,News
522,5ac74527068401528a2a3b01,Unknown,68.0,Metro,briefing
523,5ac74523068401528a2a3afd,We Were Ready to Give Up on a Second Baby Until a ?˜Miracle??Arrived,67.0,Well,News
524,5ac73e20068401528a2a3a77,?˜Chappaquiddick??Is Bad History,68.0,OpEd,Op-Ed
525,5ac73e20068401528a2a3a76,The Conspiracy Theory That Says Trump Is a Genius,66.0,OpEd,Op-Ed
526,5ac73e1c068401528a2a3a75,Fascism on The March,68.0,OpEd,Op-Ed
527,5ac6a58e068401528a2a358a,The New Power Structure,68.0,OpEd,Op-Ed
528,5ac69c63068401528a2a34e5,Blast From the Past,0.0,Metro,News
529,5ac69188068401528a2a343b,Trump Denies Knowledge Of Payment To Porn Star,68.0,Washington,News
530,5ac68f42068401528a2a3406,The Art  Of the Flail,68.0,OpEd,Op-Ed
531,5ac689ae068401528a2a33a1,Officials at E.P.A. Raised Concerns And Were Ousted,68.0,Investigative,News
532,5ac68747068401528a2a3381,"Trump, Off Script, Blasts Democrats on Immigration",67.0,Washington,News
533,5ac68735068401528a2a337f,Restaurateur Stephen Starr Teams With Keith McNally to Reopen Pastis,68.0,Dining,News
534,5ac678d3068401528a2a32ca,The Limits Of a Liberal Nirvana,68.0,OpEd,Op-Ed
535,5ac67616068401528a2a3297,Sometimes a Broken Glass Is Just a Broken Glass,68.0,OpEd,Op-Ed
536,5ac668dd068401528a2a3228,"In a Big Room, but Protecting the Small Moments",68.0,Weekend,Review
537,5ac6668c068401528a2a3203,Painfully Sick From Marijuana,68.0,Well,News
538,5ac64e68068401528a2a3103,"U.S. Forces in Syria: Building More Outposts, Pulling Up Lawn Chairs",68.0,Magazine,News
539,5ac64d5b068401528a2a30e2,Someone?™s Prom Plans Don?™t Include Sex,68.0,Weekend,Review
540,5ac64d11068401528a2a30d8,Tight Labor Market Squeezes Restaurants,68.0,Dining,News
541,5ac64acc068401528a2a30ba,Growing Crisis Threatens E.P.A. Chief as Top Aides Eye the Exits,68.0,Washington,News
542,5ac649d6068401528a2a30a8,Why China Is Confident It Can Beat Trump in a Trade War,68.0,Foreign,News
543,5ac64803068401528a2a308d,Unknown,66.0,Learning,News
544,5ac62a79068401528a2a2f11,Buzz Cuts: The Politics of (No) Hair,68.0,Styles,News
545,5ac61f00068401528a2a2e96,"In One Battle After Another, It?™s Trump v. California",67.0,National,News
546,5ac61dd6068401528a2a2e6e,Unknown,68.0,RealEstate,News
547,5ac61dda068401528a2a2e70,Homes for Sale in Manhattan and Brooklyn,68.0,RealEstate,News
548,5ac61bb6068401528a2a2e5f,Unknown,68.0,National,briefing
549,5ac5f3a6068401528a2a2d22,Unknown,68.0,Metro,briefing
550,5ac5f3a4068401528a2a2d20,A Harder Death for People With Intellectual Disabilities,66.0,Well,News
551,5ac5f023068401528a2a2d02,The Contract With Authoritarianism,68.0,OpEd,Op-Ed
552,5ac5eca0068401528a2a2ce0,"Trump, Driven by Fear",68.0,OpEd,Op-Ed
553,5ac5e776068401528a2a2cc3,"A Tiny Elevator, Haunting Thoughts",68.0,Metro,News
554,5ac5e5bc068401528a2a2cb6,"?˜Oh, God, You, Too???More Women Accuse Architect of Misconduct",68.0,Culture,News
555,5ac5e5b9068401528a2a2cb3,Finding a Place (and a Decent Kitchen) to Call Her Own,67.0,RealEstate,News
556,5ac5e5b3068401528a2a2cb0,Pentagon Wades Deeper  Into Detainee Operations Run by Kurds in Syria,68.0,Washington,News
557,5ac5e5b2068401528a2a2caf,Recovery Plan,66.0,SpecialSections,News
558,5ac5e5af068401528a2a2cad,A Mueller Weakness Becomes a Strength,68.0,Washington,News
559,5ac5e5a5068401528a2a2c95,Life or Death,66.0,BookReview,Review
560,5ac5e59e068401528a2a2c8d,"In Trade War, Usual Commerce Rules May Not Apply",68.0,Upshot,News
561,5ac5e59e068401528a2a2c8c,How Lisa Murkowski Mastered Trump?™s Washington,66.0,Magazine,News
562,5ac5e4e7068401528a2a2c83,Mike Myers?™s Dr. Evil Tells Jimmy Fallon He Was Fired From the White House,66.0,Culture,News
563,5ac5d8b0068401528a2a2c49,Do You Need a Homework Therapist?,68.0,Learning,News
565,5ac5d784068401528a2a2c41,Temple Elephants Find Friends and Care at This Retreat in India,68.0,Photo,News
566,5ac5bbdb068401528a2a2bbc,Sheep,68.0,Learning,News
567,5ac59f80068401528a2a2ae1,"Dylan, St. Vincent And Others Sing  About Gay Love",68.0,Styles,News
568,5ac592ff068401528a2a2a83,Safety: Marijuana and Fatal Car Crashes,60.0,Well,News
569,5ac59263068401528a2a2a82,"?˜The Americans??Season 6, Episode 2 Recap: Our People",68.0,Culture,Review
571,5ac58323068401528a2a2a38,Causing a Walk-off,68.0,Games,News
572,5ac57312068401528a2a29ef,YouTube Complaints From Attacker Echoed Fight Over Ad Dollars,68.0,Business,News
573,5ac56f2f068401528a2a29c3,Mr. Trump?™s Flawed Border Plan,66.0,Editorial,Editorial
574,5ac56e65068401528a2a29ae,U.S. Risks Trapping Manufacturers in the Crossfire,68.0,Business,News
575,5ac7392c068401528a2a3a58,U.S.-China Trade Tensions   Send Indexes Lower Again,61.0,Business,News
576,5ac7374c068401528a2a3a44,Letting Go of a Family Homestead,68.0,RealEstate,News
577,5ac73730068401528a2a3a3c,Unknown,65.0,Business,News
578,5ac7372d068401528a2a3a39,Architecture?™s Forensic Gaze,68.0,Arts&Leisure,News
579,5ac73728068401528a2a3a30,Indian Women?™s American Dreams in Jeopardy,68.0,National,News
582,5ac73729068401528a2a3a32,Forget the Logo. This Store Has the Quirks of Another Era.,68.0,Metropolitan,News
583,5ac73716068401528a2a3a22,Unknown,61.0,Learning,News
584,5ac72905068401528a2a39cf,Why Did Garry Winogrand Photograph That?,68.0,Photo,News
